"YEAR","MONTH","NDC","RXCUI","ATC4"
1997,06,"0007-4141-20",212389,"C07AG"
1997,06,"0007-4142-20",212390,"C07AG"
1996,06,"0007-4201-01",637550,"L01XX"
2006,01,"0007-4401-06",616366,"L01BB"
2000,11,"0007-4407-01",308351,"B01AE"
2008,11,"0007-4640-13",825425,"B02BX"
2008,11,"0007-4641-13",825429,"B02BX"
2008,11,"0007-4641-61",825429,"B02BX"
2009,01,"0007-4642-13",884619,"B02BX"
2012,01,"0007-4643-13",1245003,"B02BX"
2008,11,"0007-4882-13",824961,"N04BC"
2009,08,"0007-4883-13",848584,"N04BC"
2008,06,"0007-4885-13",799832,"N04BC"
2008,06,"0007-4887-13",800497,"N04BC"
2008,06,"0007-4888-13",800499,"N04BC"
1997,10,"0007-4890-20",152952,"N04BC"
1997,10,"0007-4891-20",213068,"N04BC"
1997,10,"0007-4892-20",152953,"N04BC"
1997,10,"0007-4893-20",152954,"N04BC"
1997,10,"0007-4894-20",152955,"N04BC"
2001,06,"0007-4895-20",351991,"N04BC"
1999,09,"0007-4896-20",261309,"N04BC"
2008,02,"0008-0045-01",1729422,"L01CA"
2008,02,"0008-0045-02",1729422,"L01CA"
2017,08,"0008-0100-01",1942959,"L01XC"
1997,11,"0008-0833-03",313585,"N06AX"
1997,11,"0008-0833-20",729929,"N06AX"
1997,11,"0008-0833-21",729929,"N06AX"
1997,11,"0008-0833-22",729929,"N06AX"
1997,11,"0008-0836-03",313581,"N06AX"
1997,11,"0008-0836-20",729931,"N06AX"
1997,11,"0008-0836-21",729931,"N06AX"
1997,11,"0008-0836-22",729931,"N06AX"
1997,11,"0008-0837-03",313583,"N06AX"
1997,11,"0008-0837-20",729932,"N06AX"
1997,11,"0008-0837-21",729932,"N06AX"
1997,11,"0008-0837-22",729932,"N06AX"
2000,05,"0008-0841-81",284400,"A02BC"
2000,05,"0008-0843-81",352125,"A02BC"
2008,02,"0008-0844-02",763308,"A02BC"
2001,05,"0008-0923-51",885257,"A02BC"
2001,05,"0008-0923-55",885257,"A02BC"
2001,05,"0008-0923-60",885257,"A02BC"
2001,05,"0008-0941-02",885257,"A02BC"
2001,05,"0008-0941-03",885257,"A02BC"
1999,09,"0008-1030-06",351901,"L04AA"
1999,09,"0008-1030-06",351901,"S01XA"
2010,03,"0008-1040-05",905160,"L04AA"
2010,03,"0008-1040-05",905160,"S01XA"
2010,03,"0008-1040-10",905160,"L04AA"
2010,03,"0008-1040-10",905160,"S01XA"
2001,07,"0008-1041-05",351989,"L04AA"
2001,07,"0008-1041-05",351989,"S01XA"
2001,07,"0008-1041-10",351989,"L04AA"
2001,07,"0008-1041-10",351989,"S01XA"
2001,07,"0008-1042-05",404432,"L04AA"
2001,07,"0008-1042-05",404432,"S01XA"
2013,10,"0008-1123-12",1441740,"G03XC"
2013,10,"0008-1123-12",1441740,"G03CC"
2013,10,"0008-1123-12",1441740,"G03CA"
2007,07,"0008-1179-01",725108,"L01XE"
2015,04,"0008-1210-30",1607619,"N06AX"
2008,05,"0008-1211-01",790290,"N06AX"
2008,05,"0008-1211-14",790290,"N06AX"
2008,05,"0008-1211-30",790290,"N06AX"
2008,05,"0008-1211-50",790290,"N06AX"
2008,05,"0008-1211-70",790290,"N06AX"
2008,05,"0008-1222-01",790267,"N06AX"
2008,05,"0008-1222-14",790267,"N06AX"
2008,05,"0008-1222-30",790267,"N06AX"
2008,05,"0008-1222-50",790267,"N06AX"
2014,03,"0008-2001-10",885257,"A02BC"
2014,03,"0008-2001-25",885257,"A02BC"
2013,05,"0008-4001-10",885257,"A02BC"
2013,05,"0008-4001-25",885257,"A02BC"
2004,11,"0008-4117-01",835721,"J04AD"
2017,09,"0008-4510-01",1944704,"L01XC"
2005,06,"0008-4990-02",584201,"J01AA"
2005,06,"0008-4990-20",584201,"J01AA"
2017,02,"0008-4994-02",584201,"J01AA"
2017,02,"0008-4994-20",584201,"J01AA"
1959,04,"0009-0003-02",1743722,"D07AA"
1959,04,"0009-0003-02",1743722,"D10AA"
1959,04,"0009-0003-02",1743722,"H02AB"
1955,04,"0009-0005-01",1738596,"A01AC"
1955,04,"0009-0005-01",1738596,"A07EA"
1955,04,"0009-0005-01",1738596,"C05AA"
1955,04,"0009-0005-01",1738596,"D07AA"
1955,04,"0009-0005-01",1738596,"D07XA"
1955,04,"0009-0005-01",1738596,"H02AB"
1955,04,"0009-0005-01",1738596,"S01BA"
1955,04,"0009-0005-01",1738596,"S01CB"
1955,04,"0009-0005-01",1738596,"S02BA"
1955,04,"0009-0011-04",105398,"A01AC"
1955,04,"0009-0011-04",105398,"A07EA"
1955,04,"0009-0011-04",105398,"C05AA"
1955,04,"0009-0011-04",105398,"D07AA"
1955,04,"0009-0011-04",105398,"D07XA"
1955,04,"0009-0011-04",105398,"H02AB"
1955,04,"0009-0011-04",105398,"S01BA"
1955,04,"0009-0011-04",105398,"S01CB"
1955,04,"0009-0011-04",105398,"S02BA"
1952,12,"0009-0012-01",208680,"A01AC"
1952,12,"0009-0012-01",208680,"A07EA"
1952,12,"0009-0012-01",208680,"C05AA"
1952,12,"0009-0012-01",208680,"D07AA"
1952,12,"0009-0012-01",208680,"D07XA"
1952,12,"0009-0012-01",208680,"H02AB"
1952,12,"0009-0012-01",208680,"S01BA"
1952,12,"0009-0012-01",208680,"S01CB"
1952,12,"0009-0012-01",208680,"S02BA"
1955,04,"0009-0013-05",1738596,"A01AC"
1955,04,"0009-0013-05",1738596,"A07EA"
1955,04,"0009-0013-05",1738596,"C05AA"
1955,04,"0009-0013-05",1738596,"D07AA"
1955,04,"0009-0013-05",1738596,"D07XA"
1955,04,"0009-0013-05",1738596,"H02AB"
1955,04,"0009-0013-05",1738596,"S01BA"
1955,04,"0009-0013-05",1738596,"S01CB"
1955,04,"0009-0013-05",1738596,"S02BA"
1955,04,"0009-0013-06",1738596,"A01AC"
1955,04,"0009-0013-06",1738596,"A07EA"
1955,04,"0009-0013-06",1738596,"C05AA"
1955,04,"0009-0013-06",1738596,"D07AA"
1955,04,"0009-0013-06",1738596,"D07XA"
1955,04,"0009-0013-06",1738596,"H02AB"
1955,04,"0009-0013-06",1738596,"S01BA"
1955,04,"0009-0013-06",1738596,"S01CB"
1955,04,"0009-0013-06",1738596,"S02BA"
1955,04,"0009-0016-12",1738596,"A01AC"
1955,04,"0009-0016-12",1738596,"A07EA"
1955,04,"0009-0016-12",1738596,"C05AA"
1955,04,"0009-0016-12",1738596,"D07AA"
1955,04,"0009-0016-12",1738596,"D07XA"
1955,04,"0009-0016-12",1738596,"H02AB"
1955,04,"0009-0016-12",1738596,"S01BA"
1955,04,"0009-0016-12",1738596,"S01CB"
1955,04,"0009-0016-12",1738596,"S02BA"
1982,11,"0009-0017-02",208681,"N05CD"
1982,11,"0009-0017-55",208681,"N05CD"
1982,11,"0009-0017-58",208681,"N05CD"
1959,04,"0009-0018-20",1743722,"D07AA"
1959,04,"0009-0018-20",1743722,"D10AA"
1959,04,"0009-0018-20",1743722,"H02AB"
2013,09,"0009-0020-01",207136,"D07AA"
2013,09,"0009-0020-01",207136,"D10AA"
2013,09,"0009-0020-01",207136,"H02AB"
1957,10,"0009-0022-01",207137,"D07AA"
1957,10,"0009-0022-01",207137,"D10AA"
1957,10,"0009-0022-01",207137,"H02AB"
1981,10,"0009-0029-01",141927,"N05BA"
1981,10,"0009-0029-02",141927,"N05BA"
1981,10,"0009-0029-14",141927,"N05BA"
1981,10,"0009-0029-46",141927,"N05BA"
1952,12,"0009-0031-01",208712,"A01AC"
1952,12,"0009-0031-01",208712,"A07EA"
1952,12,"0009-0031-01",208712,"C05AA"
1952,12,"0009-0031-01",208712,"D07AA"
1952,12,"0009-0031-01",208712,"D07XA"
1952,12,"0009-0031-01",208712,"H02AB"
1952,12,"0009-0031-01",208712,"S01BA"
1952,12,"0009-0031-01",208712,"S01CB"
1952,12,"0009-0031-01",208712,"S02BA"
1959,04,"0009-0039-28",207191,"D07AA"
1959,04,"0009-0039-28",207191,"D10AA"
1959,04,"0009-0039-28",207191,"H02AB"
1959,04,"0009-0039-32",207191,"D07AA"
1959,04,"0009-0039-32",207191,"D10AA"
1959,04,"0009-0039-32",207191,"H02AB"
1952,12,"0009-0044-01",208816,"A01AC"
1952,12,"0009-0044-01",208816,"A07EA"
1952,12,"0009-0044-01",208816,"C05AA"
1952,12,"0009-0044-01",208816,"D07AA"
1952,12,"0009-0044-01",208816,"D07XA"
1952,12,"0009-0044-01",208816,"H02AB"
1952,12,"0009-0044-01",208816,"S01BA"
1952,12,"0009-0044-01",208816,"S01CB"
1952,12,"0009-0044-01",208816,"S02BA"
1959,04,"0009-0047-22",207193,"D07AA"
1959,04,"0009-0047-22",207193,"D10AA"
1959,04,"0009-0047-22",207193,"H02AB"
1959,04,"0009-0047-26",207193,"D07AA"
1959,04,"0009-0047-26",207193,"D10AA"
1959,04,"0009-0047-26",207193,"H02AB"
1959,06,"0009-0050-02",1000124,"G03AC"
1959,06,"0009-0050-02",1000124,"G03DA"
1959,06,"0009-0050-02",1000124,"L02AB"
1959,06,"0009-0050-11",1000124,"G03AC"
1959,06,"0009-0050-11",1000124,"G03DA"
1959,06,"0009-0050-11",1000124,"L02AB"
1981,10,"0009-0055-01",141928,"N05BA"
1981,10,"0009-0055-03",141928,"N05BA"
1981,10,"0009-0055-15",141928,"N05BA"
1981,10,"0009-0055-46",141928,"N05BA"
1957,10,"0009-0056-02",260330,"D07AA"
1957,10,"0009-0056-02",260330,"D10AA"
1957,10,"0009-0056-02",260330,"H02AB"
1957,10,"0009-0056-03",260330,"D07AA"
1957,10,"0009-0056-03",260330,"D10AA"
1957,10,"0009-0056-03",260330,"H02AB"
1957,10,"0009-0056-04",259966,"D07AA"
1957,10,"0009-0056-04",259966,"D10AA"
1957,10,"0009-0056-04",259966,"H02AB"
1957,10,"0009-0056-05",260330,"D07AA"
1957,10,"0009-0056-05",260330,"D10AA"
1957,10,"0009-0056-05",260330,"H02AB"
2003,01,"0009-0057-07",687025,"N05BA"
2003,01,"0009-0059-07",687024,"N05BA"
1959,06,"0009-0064-04",1000139,"G03AC"
1959,06,"0009-0064-04",1000139,"G03DA"
1959,06,"0009-0064-04",1000139,"L02AB"
1959,06,"0009-0064-06",1000139,"G03AC"
1959,06,"0009-0064-06",1000139,"G03DA"
1959,06,"0009-0064-06",1000139,"L02AB"
2003,01,"0009-0066-07",687023,"N05BA"
2003,01,"0009-0068-07",687022,"N05BA"
1957,10,"0009-0073-01",207138,"D07AA"
1957,10,"0009-0073-01",207138,"D10AA"
1957,10,"0009-0073-01",207138,"H02AB"
2014,07,"0009-0085-10",835831,"G03BA"
2014,07,"0009-0086-01",835842,"G03BA"
2014,07,"0009-0086-10",835842,"G03BA"
1981,10,"0009-0090-01",214003,"N05BA"
1981,10,"0009-0090-04",214003,"N05BA"
1981,10,"0009-0090-13",214003,"N05BA"
1981,10,"0009-0094-01",214004,"N05BA"
1981,10,"0009-0094-03",214004,"N05BA"
1957,10,"0009-0176-01",207141,"D07AA"
1957,10,"0009-0176-01",207141,"D10AA"
1957,10,"0009-0176-01",207141,"H02AB"
1970,05,"0009-0225-02",197518,"D10AF"
1970,05,"0009-0225-02",197518,"G01AA"
1970,05,"0009-0225-02",197518,"J01FF"
1948,07,"0009-0233-01",562411,"D06AX"
1948,07,"0009-0233-01",562411,"J01XX"
1948,07,"0009-0233-01",562411,"R02AB"
1948,07,"0009-0233-03",562411,"D06AX"
1948,07,"0009-0233-03",562411,"J01XX"
1948,07,"0009-0233-03",562411,"R02AB"
1948,07,"0009-0233-44",562411,"D06AX"
1948,07,"0009-0233-44",562411,"J01XX"
1948,07,"0009-0233-44",562411,"R02AB"
1948,07,"0009-0233-45",562411,"D06AX"
1948,07,"0009-0233-45",562411,"J01XX"
1948,07,"0009-0233-45",562411,"R02AB"
1948,07,"0009-0234-01",562411,"D06AX"
1948,07,"0009-0234-01",562411,"J01XX"
1948,07,"0009-0234-01",562411,"R02AB"
1948,07,"0009-0234-02",562411,"D06AX"
1948,07,"0009-0234-02",562411,"J01XX"
1948,07,"0009-0234-02",562411,"R02AB"
1948,07,"0009-0241-01",562411,"D06AX"
1948,07,"0009-0241-01",562411,"J01XX"
1948,07,"0009-0241-01",562411,"R02AB"
1948,07,"0009-0241-10",562411,"D06AX"
1948,07,"0009-0241-10",562411,"J01XX"
1948,07,"0009-0241-10",562411,"R02AB"
1977,04,"0009-0260-01",1048452,"C10AC"
1977,04,"0009-0260-02",1048452,"C10AC"
1977,04,"0009-0260-04",1048452,"C10AC"
1977,04,"0009-0260-17",1048452,"C10AC"
1979,08,"0009-0271-01",206417,"G03CA"
1959,05,"0009-0274-01",1358512,"D07AA"
1959,05,"0009-0274-01",1358512,"D10AA"
1959,05,"0009-0274-01",1358512,"H02AB"
1959,05,"0009-0280-02",1358612,"D07AA"
1959,05,"0009-0280-02",1358612,"D10AA"
1959,05,"0009-0280-02",1358612,"H02AB"
1959,05,"0009-0280-03",1358612,"D07AA"
1959,05,"0009-0280-03",1358612,"D10AA"
1959,05,"0009-0280-03",1358612,"H02AB"
1959,05,"0009-0280-24",1358612,"D07AA"
1959,05,"0009-0280-24",1358612,"D10AA"
1959,05,"0009-0280-24",1358612,"H02AB"
1959,05,"0009-0280-25",1358612,"D07AA"
1959,05,"0009-0280-25",1358612,"D10AA"
1959,05,"0009-0280-25",1358612,"H02AB"
1959,05,"0009-0280-51",1358612,"D07AA"
1959,05,"0009-0280-51",1358612,"D10AA"
1959,05,"0009-0280-51",1358612,"H02AB"
1959,05,"0009-0280-52",1358612,"D07AA"
1959,05,"0009-0280-52",1358612,"D10AA"
1959,05,"0009-0280-52",1358612,"H02AB"
1959,06,"0009-0286-03",1000145,"G03AC"
1959,06,"0009-0286-03",1000145,"G03DA"
1959,06,"0009-0286-03",1000145,"L02AB"
2014,04,"0009-0302-25",706461,"D10AF"
2014,04,"0009-0302-25",706461,"G01AA"
2014,04,"0009-0302-25",706461,"J01FF"
1959,05,"0009-0306-02",1358619,"D07AA"
1959,05,"0009-0306-02",1358619,"D10AA"
1959,05,"0009-0306-02",1358619,"H02AB"
1959,05,"0009-0306-12",1358619,"D07AA"
1959,05,"0009-0306-12",1358619,"D10AA"
1959,05,"0009-0306-12",1358619,"H02AB"
1959,05,"0009-0306-24",1358619,"D07AA"
1959,05,"0009-0306-24",1358619,"D10AA"
1959,05,"0009-0306-24",1358619,"H02AB"
1970,05,"0009-0331-02",309329,"D10AF"
1970,05,"0009-0331-02",309329,"G01AA"
1970,05,"0009-0331-02",309329,"J01FF"
1992,03,"0009-0341-01",881407,"A10BB"
1979,07,"0009-0347-02",835831,"G03BA"
1992,03,"0009-0352-01",881409,"A10BB"
1992,03,"0009-0352-04",881409,"A10BB"
1977,04,"0009-0370-03",1048452,"C10AC"
1977,04,"0009-0370-05",1048452,"C10AC"
1970,05,"0009-0395-14",284215,"D10AF"
1970,05,"0009-0395-14",284215,"G01AA"
1970,05,"0009-0395-14",284215,"J01FF"
1979,07,"0009-0417-01",835842,"G03BA"
1979,07,"0009-0417-02",835842,"G03BA"
1994,07,"0009-0450-03",1048447,"C10AC"
2014,03,"0009-0520-01",835842,"G03BA"
2014,03,"0009-0520-10",835842,"G03BA"
1964,12,"0009-0555-01",102787,"J01FF"
1964,12,"0009-0555-02",102787,"J01FF"
2014,04,"0009-0602-25",706461,"D10AF"
2014,04,"0009-0602-25",706461,"G01AA"
2014,04,"0009-0602-25",706461,"J01FF"
1960,11,"0009-0626-01",1000133,"G03AC"
1960,11,"0009-0626-01",1000133,"G03DA"
1960,11,"0009-0626-01",1000133,"L02AB"
1959,04,"0009-0698-01",207193,"D07AA"
1959,04,"0009-0698-01",207193,"D10AA"
1959,04,"0009-0698-01",207193,"H02AB"
1972,10,"0009-0728-09",205964,"D10AF"
1972,10,"0009-0728-09",205964,"G01AA"
1972,10,"0009-0728-09",205964,"J01FF"
1992,10,"0009-0746-30",1000128,"G03AC"
1992,10,"0009-0746-30",1000128,"G03DA"
1992,10,"0009-0746-30",1000128,"L02AB"
1992,10,"0009-0746-35",1000128,"G03AC"
1992,10,"0009-0746-35",1000128,"G03DA"
1992,10,"0009-0746-35",1000128,"L02AB"
1959,04,"0009-0758-01",207193,"D07AA"
1959,04,"0009-0758-01",207193,"D10AA"
1959,04,"0009-0758-01",207193,"H02AB"
1986,04,"0009-0760-04",748743,"D10AF"
1986,04,"0009-0760-04",748743,"G01AA"
1986,04,"0009-0760-04",748743,"J01FF"
1972,10,"0009-0775-26",205964,"D10AF"
1972,10,"0009-0775-26",205964,"G01AA"
1972,10,"0009-0775-26",205964,"J01FF"
1959,04,"0009-0796-01",1357888,"D07AA"
1959,04,"0009-0796-01",1357888,"D10AA"
1959,04,"0009-0796-01",1357888,"H02AB"
1955,04,"0009-0825-01",105398,"A01AC"
1955,04,"0009-0825-01",105398,"A07EA"
1955,04,"0009-0825-01",105398,"C05AA"
1955,04,"0009-0825-01",105398,"D07AA"
1955,04,"0009-0825-01",105398,"D07XA"
1955,04,"0009-0825-01",105398,"H02AB"
1955,04,"0009-0825-01",105398,"S01BA"
1955,04,"0009-0825-01",105398,"S01CB"
1955,04,"0009-0825-01",105398,"S02BA"
1978,01,"0009-0827-03",208407,"G02AD"
1979,01,"0009-0856-05",213638,"G02AD"
1979,01,"0009-0856-08",213638,"G02AD"
1972,10,"0009-0870-26",205964,"D10AF"
1972,10,"0009-0870-26",205964,"G01AA"
1972,10,"0009-0870-26",205964,"J01FF"
2014,04,"0009-0901-25",706461,"D10AF"
2014,04,"0009-0901-25",706461,"G01AA"
2014,04,"0009-0901-25",706461,"J01FF"
1972,10,"0009-0902-18",205964,"D10AF"
1972,10,"0009-0902-18",205964,"G01AA"
1972,10,"0009-0902-18",205964,"J01FF"
1996,06,"0009-1111-02",1726325,"L01XX"
1959,05,"0009-3073-01",1358612,"D07AA"
1959,05,"0009-3073-01",1358612,"D10AA"
1959,05,"0009-3073-01",1358612,"H02AB"
1959,05,"0009-3073-03",1358612,"D07AA"
1959,05,"0009-3073-03",1358612,"D10AA"
1959,05,"0009-3073-03",1358612,"H02AB"
1959,05,"0009-3073-22",1358612,"D07AA"
1959,05,"0009-3073-22",1358612,"D10AA"
1959,05,"0009-3073-22",1358612,"H02AB"
1959,05,"0009-3073-23",1358612,"D07AA"
1959,05,"0009-3073-23",1358612,"D10AA"
1959,05,"0009-3073-23",1358612,"H02AB"
1980,06,"0009-3116-01",309333,"D10AF"
1980,06,"0009-3116-01",309333,"G01AA"
1980,06,"0009-3116-01",309333,"J01FF"
1980,06,"0009-3116-02",309333,"D10AF"
1980,06,"0009-3116-02",309333,"G01AA"
1980,06,"0009-3116-02",309333,"J01FF"
1980,06,"0009-3116-14",797450,"D10AF"
1980,06,"0009-3116-14",797450,"G01AA"
1980,06,"0009-3116-14",797450,"J01FF"
1987,10,"0009-3124-03",205964,"D10AF"
1987,10,"0009-3124-03",205964,"G01AA"
1987,10,"0009-3124-03",205964,"J01FF"
1981,10,"0009-3169-06",105467,"C01EA"
1981,10,"0009-3169-06",105467,"G04BE"
1989,05,"0009-3329-01",197519,"D10AF"
1989,05,"0009-3329-01",197519,"G01AA"
1989,05,"0009-3329-01",197519,"J01FF"
1987,01,"0009-3331-01",309332,"D10AF"
1987,01,"0009-3331-01",309332,"G01AA"
1987,01,"0009-3331-01",309332,"J01FF"
1987,01,"0009-3331-02",309332,"D10AF"
1987,01,"0009-3331-02",309332,"G01AA"
1987,01,"0009-3331-02",309332,"J01FF"
1992,12,"0009-3359-02",208397,"G02AD"
1990,08,"0009-3375-02",685578,"D10AF"
1990,08,"0009-3375-02",685578,"G01AA"
1990,08,"0009-3375-02",685578,"J01FF"
1990,08,"0009-3381-02",685574,"D10AF"
1990,08,"0009-3381-02",685574,"G01AA"
1990,08,"0009-3381-02",685574,"J01FF"
1990,08,"0009-3382-02",685576,"D10AF"
1990,08,"0009-3382-02",685576,"G01AA"
1990,08,"0009-3382-02",685576,"J01FF"
1987,10,"0009-3447-03",205964,"D10AF"
1987,10,"0009-3447-03",205964,"G01AA"
1987,10,"0009-3447-03",205964,"J01FF"
1992,08,"0009-3448-01",882536,"D10AF"
1992,08,"0009-3448-01",882536,"G01AA"
1992,08,"0009-3448-01",882536,"J01FF"
1992,03,"0009-3449-01",881411,"A10BB"
1992,03,"0009-3449-03",881411,"A10BB"
2014,09,"0009-3470-02",685574,"D10AF"
2014,09,"0009-3470-02",685574,"G01AA"
2014,09,"0009-3470-02",685574,"J01FF"
1959,05,"0009-3475-01",1358619,"D07AA"
1959,05,"0009-3475-01",1358619,"D10AA"
1959,05,"0009-3475-01",1358619,"H02AB"
1959,05,"0009-3475-03",1358619,"D07AA"
1959,05,"0009-3475-03",1358619,"D10AA"
1959,05,"0009-3475-03",1358619,"H02AB"
1959,05,"0009-3475-22",1358619,"D07AA"
1959,05,"0009-3475-22",1358619,"D10AA"
1959,05,"0009-3475-22",1358619,"H02AB"
1959,05,"0009-3475-23",1358619,"D07AA"
1959,05,"0009-3475-23",1358619,"D10AA"
1959,05,"0009-3475-23",1358619,"H02AB"
1995,07,"0009-3701-05",103956,"C01EA"
1995,07,"0009-3701-05",103956,"G04BE"
1995,12,"0009-3794-01",979122,"C01BD"
1995,12,"0009-3794-22",979122,"C01BD"
1998,03,"0009-4541-02",855180,"G04BD"
1998,03,"0009-4544-02",855195,"G04BD"
1998,03,"0009-4544-03",855195,"G04BD"
2005,05,"0009-4709-13",1000158,"G03AC"
2005,05,"0009-4709-13",1000158,"G03DA"
2005,05,"0009-4709-13",1000158,"L02AB"
2015,07,"0009-4992-02",1662286,"J01XX"
1996,12,"0009-5012-01",213485,"A10BF"
1996,12,"0009-5013-01",213486,"A10BF"
1996,12,"0009-5014-01",213487,"A10BF"
1999,09,"0009-5091-01",1732183,"L01DB"
1999,09,"0009-5093-01",1732183,"L01DB"
2000,04,"0009-5135-01",262091,"J01XX"
2000,04,"0009-5135-02",262091,"J01XX"
2000,04,"0009-5135-03",262091,"J01XX"
2000,04,"0009-5136-01",581614,"J01XX"
2000,04,"0009-5137-04",1662286,"J01XX"
2015,10,"0009-5138-02",262091,"J01XX"
2015,10,"0009-5138-03",262091,"J01XX"
2000,04,"0009-5140-04",1662286,"J01XX"
2003,05,"0009-5176-01",404457,"H01AX"
2003,05,"0009-5176-02",404457,"H01AX"
2003,05,"0009-5178-01",404458,"H01AX"
2003,05,"0009-5178-02",404458,"H01AX"
2003,05,"0009-5180-01",404459,"H01AX"
2003,05,"0009-5180-02",404459,"H01AX"
2002,06,"0009-5181-01",763472,"C01EA"
2002,06,"0009-5181-01",763472,"G04BE"
2002,06,"0009-5182-01",763474,"C01EA"
2002,06,"0009-5182-01",763474,"G04BE"
2000,02,"0009-5190-01",855184,"G04BD"
2000,02,"0009-5190-02",855184,"G04BD"
2000,02,"0009-5190-03",855184,"G04BD"
2000,02,"0009-5190-04",855184,"G04BD"
2000,02,"0009-5191-01",855191,"G04BD"
2000,02,"0009-5191-02",855191,"G04BD"
2000,02,"0009-5191-03",855191,"G04BD"
2000,02,"0009-5191-04",855191,"G04BD"
2000,02,"0009-5191-99",855189,"G04BD"
2014,07,"0009-5199-01",1549456,"H01AX"
2014,07,"0009-5200-01",1549454,"H01AX"
1996,05,"0009-5401-01",1797888,"N07BA"
1987,10,"0009-6582-01",706461,"D10AF"
1987,10,"0009-6582-01",706461,"G01AA"
1987,10,"0009-6582-01",706461,"J01FF"
2014,09,"0009-6780-02",685578,"D10AF"
2014,09,"0009-6780-02",685578,"G01AA"
2014,09,"0009-6780-02",685578,"J01FF"
2016,10,"0009-7166-01",404457,"H01AX"
2016,10,"0009-7168-01",404458,"H01AX"
2016,10,"0009-7188-01",404459,"H01AX"
2016,10,"0009-7199-01",1549456,"H01AX"
2016,10,"0009-7200-01",1549454,"H01AX"
1992,10,"0009-7376-07",1000154,"G03AC"
1992,10,"0009-7376-07",1000154,"G03DA"
1992,10,"0009-7376-07",1000154,"L02AB"
1992,10,"0009-7376-11",1000154,"G03AC"
1992,10,"0009-7376-11",1000154,"G03DA"
1992,10,"0009-7376-11",1000154,"L02AB"
1996,06,"0009-7529-03",1726325,"L01XX"
1996,06,"0009-7529-04",1726325,"L01XX"
1996,06,"0009-7529-05",1726325,"L01XX"
1999,10,"0009-7663-04",261317,"L02BG"
1999,08,"0009-7667-01",882533,"D10AF"
1999,08,"0009-7667-01",882533,"G01AA"
1999,08,"0009-7667-01",882533,"J01FF"
1995,07,"0009-7686-04",226922,"C01EA"
1995,07,"0009-7686-04",226922,"G04BE"
2015,02,"0009-7807-02",1662286,"J01XX"
2014,09,"0009-9890-02",685576,"D10AF"
2014,09,"0009-9890-02",685576,"G01AA"
2014,09,"0009-9890-02",685576,"J01FF"
1950,06,"0013-0101-01",208437,"A07EC"
1950,06,"0013-0101-20",208437,"A07EC"
1950,06,"0013-0102-01",724154,"A07EC"
1950,06,"0013-0102-20",724154,"A07EC"
1992,01,"0013-0132-02",205562,"L01XX"
1986,12,"0013-1114-10",208104,"B02AA"
2017,10,"0013-1114-15",208104,"B02AA"
1986,12,"0013-1114-21",208104,"B02AA"
1996,04,"0013-2150-36",848330,"G03CA"
1997,02,"0013-2576-91",1791500,"L01DB"
1997,02,"0013-2586-91",1791499,"L01DB"
1997,02,"0013-2596-91",1791499,"L01DB"
1995,12,"0013-2649-02",762833,"H01AC"
1995,12,"0013-2650-02",762836,"H01AC"
1995,12,"0013-2651-02",762839,"H01AC"
1995,12,"0013-2652-02",762843,"H01AC"
1995,12,"0013-2653-02",762875,"H01AC"
1995,12,"0013-2654-02",762849,"H01AC"
1995,12,"0013-2655-02",762852,"H01AC"
1995,12,"0013-2656-02",762859,"H01AC"
1995,12,"0013-2657-02",762868,"H01AC"
1995,12,"0013-2658-02",762897,"H01AC"
1992,12,"0013-5301-17",103899,"J04AB"
1995,03,"0013-8303-04",542527,"S01EE"
1995,05,"0013-8717-62",1736592,"V03AF"
1995,05,"0013-8727-89",1736592,"V03AF"
2009,06,"0015-0508-42",860227,"G03AC"
2009,06,"0015-0508-42",860227,"G03DB"
2009,06,"0015-0508-42",860227,"L02AB"
2009,06,"0015-3080-60",207373,"L01XX"
2009,06,"0015-3404-20",226719,"L01CB"
2012,09,"0019-1188-27",727634,"A12CA"
2012,09,"0019-1188-27",727634,"B05CB"
2012,09,"0019-1188-27",727634,"B05XA"
2012,09,"0019-1188-75",747260,"A12CA"
2012,09,"0019-1188-75",747260,"B05CB"
2012,09,"0019-1188-75",747260,"B05XA"
2012,09,"0019-1188-81",727634,"A12CA"
2012,09,"0019-1188-81",727634,"B05CB"
2012,09,"0019-1188-81",727634,"B05XA"
1997,08,"0023-0042-03",212438,"D05AX"
1997,08,"0023-0042-10",212438,"D05AX"
1997,08,"0023-0042-15",212438,"D05AX"
1990,01,"0023-0066-04",260285,"D06AX"
1990,01,"0023-0066-04",260285,"J01GB"
1990,01,"0023-0066-04",260285,"S01AA"
1990,01,"0023-0066-04",260285,"S02AA"
1990,01,"0023-0066-04",260285,"S03AA"
1990,01,"0023-0066-04",260285,"A07EA"
1990,01,"0023-0066-04",260285,"C05AA"
1990,01,"0023-0066-04",260285,"D07AA"
1990,01,"0023-0066-04",260285,"D07XA"
1990,01,"0023-0066-04",260285,"H02AB"
1990,01,"0023-0066-04",260285,"R01AD"
1990,01,"0023-0066-04",260285,"S01BA"
1990,01,"0023-0066-04",260285,"S01CB"
1990,01,"0023-0066-04",260285,"S02BA"
1990,01,"0023-0066-04",260285,"S03BA"
1990,02,"0023-0106-05",205826,"D06AX"
1990,02,"0023-0106-05",205826,"J01GB"
1990,02,"0023-0106-05",205826,"S01AA"
1990,02,"0023-0106-05",205826,"S02AA"
